v1	Id(M1)
2.229999999999996e+000	1.062433e-004
2.239999999999996e+000	1.090917e-004
2.249999999999996e+000	1.120429e-004
2.259999999999996e+000	1.150970e-004
2.269999999999996e+000	1.182542e-004
2.279999999999995e+000	1.215142e-004
2.289999999999995e+000	1.248766e-004
2.299999999999995e+000	1.283411e-004
2.309999999999995e+000	1.319069e-004
2.319999999999995e+000	1.355734e-004
2.329999999999994e+000	1.393396e-004
2.339999999999994e+000	1.432047e-004
2.349999999999994e+000	1.471675e-004
2.359999999999994e+000	1.512269e-004
2.369999999999993e+000	1.553816e-004
2.379999999999993e+000	1.596304e-004
2.389999999999993e+000	1.639718e-004
2.399999999999993e+000	1.684044e-004
2.409999999999993e+000	1.729269e-004
2.419999999999992e+000	1.775376e-004
2.429999999999992e+000	1.822350e-004
2.439999999999992e+000	1.870176e-004
2.449999999999992e+000	1.918838e-004
2.459999999999992e+000	1.968321e-004
2.469999999999991e+000	2.018607e-004
2.479999999999991e+000	2.069683e-004
2.489999999999991e+000	2.121530e-004
2.500000000000000e+000	2.174134e-004
Step Information: V2=1  (Run: 3/7)
0.000000000000000e+000	-6.479500e-011
1.000000000000000e-002	4.266445e-006
2.000000000000000e-002	8.487431e-006
3.000000000000000e-002	1.266242e-005
4.000000000000000e-002	1.679092e-005
5.000000000000000e-002	2.087245e-005
6.000000000000001e-002	2.490651e-005
7.000000000000001e-002	2.889259e-005
8.000000000000000e-002	3.283016e-005
9.000000000000000e-002	3.671870e-005
9.999999999999999e-002	4.055766e-005
1.100000000000000e-001	4.434647e-005
1.200000000000000e-001	4.808455e-005
1.300000000000000e-001	5.177131e-005
1.400000000000000e-001	5.540611e-005
1.500000000000000e-001	5.898832e-005
1.600000000000000e-001	6.251726e-005
1.700000000000000e-001	6.599222e-005
1.800000000000000e-001	6.941246e-005
1.900000000000000e-001	7.277719e-005
2.000000000000000e-001	7.608558e-005
2.100000000000001e-001	7.933675e-005
2.200000000000001e-001	8.252976e-005
2.300000000000001e-001	8.566359e-005
2.400000000000001e-001	8.873714e-005
2.500000000000001e-001	9.174926e-005
2.600000000000001e-001	9.469864e-005
2.700000000000001e-001	9.758390e-005
2.800000000000001e-001	1.004035e-004
2.900000000000001e-001	1.031558e-004
3.000000000000001e-001	1.058390e-004
3.100000000000001e-001	1.084510e-004
3.200000000000001e-001	1.109897e-004
3.300000000000001e-001	1.134527e-004
3.400000000000001e-001	1.158374e-004
3.500000000000001e-001	1.181411e-004
3.600000000000002e-001	1.203610e-004
3.700000000000002e-001	1.224939e-004
3.800000000000002e-001	1.245370e-004
3.900000000000002e-001	1.264874e-004
4.000000000000002e-001	1.283426e-004
4.100000000000002e-001	1.301005e-004
4.200000000000002e-001	1.317597e-004
4.300000000000002e-001	1.333199e-004
4.400000000000002e-001	1.347817e-004
4.500000000000002e-001	1.361471e-004
4.600000000000002e-001	1.374190e-004
4.700000000000003e-001	1.386018e-004
4.800000000000003e-001	1.397005e-004
4.900000000000003e-001	1.407209e-004
5.000000000000002e-001	1.416694e-004
5.100000000000002e-001	1.425521e-004
5.200000000000002e-001	1.433755e-004
5.300000000000003e-001	1.441455e-004
5.400000000000003e-001	1.448678e-004
5.500000000000003e-001	1.455475e-004
5.600000000000003e-001	1.461893e-004
5.700000000000003e-001	1.467975e-004
5.800000000000003e-001	1.473758e-004
5.900000000000003e-001	1.479275e-004
6.000000000000003e-001	1.484555e-004
6.100000000000003e-001	1.489625e-004
6.200000000000003e-001	1.494506e-004
6.300000000000003e-001	1.499218e-004
6.400000000000004e-001	1.503779e-004
6.500000000000004e-001	1.508204e-004
6.600000000000004e-001	1.512506e-004
6.700000000000004e-001	1.516698e-004
6.800000000000004e-001	1.520789e-004
6.900000000000004e-001	1.524789e-004
7.000000000000004e-001	1.528705e-004
7.100000000000004e-001	1.532547e-004
7.200000000000004e-001	1.536318e-004
7.300000000000004e-001	1.540027e-004
7.400000000000004e-001	1.543676e-004
7.500000000000004e-001	1.547273e-004
7.600000000000005e-001	1.550819e-004
7.700000000000005e-001	1.554320e-004
7.800000000000005e-001	1.557778e-004
7.900000000000005e-001	1.561197e-004
8.000000000000005e-001	1.564579e-004
8.100000000000005e-001	1.567928e-004
8.200000000000005e-001	1.571244e-004
8.300000000000005e-001	1.574531e-004
8.400000000000005e-001	1.577790e-004
8.500000000000005e-001	1.581023e-004
8.600000000000005e-001	1.584232e-004
8.700000000000006e-001	1.587417e-004
8.800000000000006e-001	1.590581e-004
8.900000000000006e-001	1.593725e-004
9.000000000000006e-001	1.596849e-004
9.100000000000006e-001	1.599956e-004
9.200000000000006e-001	1.603045e-004
9.300000000000006e-001	1.606118e-004
9.400000000000006e-001	1.609176e-004
9.500000000000006e-001	1.612219e-004
9.600000000000006e-001	1.615248e-004
9.700000000000006e-001	1.618264e-004
9.800000000000007e-001	1.621268e-004
9.900000000000007e-001	1.624259e-004
1.000000000000001e+000	1.627240e-004
1.010000000000001e+000	1.630209e-004
1.020000000000001e+000	1.633168e-004
1.030000000000001e+000	1.636117e-004
1.040000000000001e+000	1.639057e-004
1.050000000000001e+000	1.641987e-004
1.060000000000001e+000	1.644909e-004
1.070000000000001e+000	1.647823e-004
1.080000000000001e+000	1.650729e-004
1.090000000000001e+000	1.653627e-004
1.100000000000001e+000	1.656517e-004
1.110000000000001e+000	1.659401e-004
1.120000000000001e+000	1.662277e-004
1.130000000000001e+000	1.665148e-004
1.140000000000001e+000	1.668011e-004
1.150000000000001e+000	1.670869e-004
1.160000000000001e+000	1.673721e-004
1.170000000000001e+000	1.676567e-004
1.180000000000001e+000	1.679408e-004
1.190000000000001e+000	1.682243e-004
1.200000000000001e+000	1.685073e-004
1.210000000000001e+000	1.687899e-004
1.220000000000001e+000	1.690719e-004
1.230000000000001e+000	1.693535e-004
1.240000000000001e+000	1.696347e-004
1.250000000000001e+000	1.699154e-004
1.260000000000001e+000	1.701957e-004
1.270000000000001e+000	1.704755e-004
1.280000000000001e+000	1.707550e-004
1.290000000000001e+000	1.710341e-004
1.300000000000001e+000	1.713128e-004
1.310000000000001e+000	1.715912e-004
1.320000000000001e+000	1.718692e-004
1.330000000000001e+000	1.721468e-004
1.340000000000001e+000	1.724241e-004
1.350000000000001e+000	1.727011e-004
1.360000000000001e+000	1.729778e-004
1.370000000000001e+000	1.732542e-004
1.380000000000001e+000	1.735303e-004
1.390000000000001e+000	1.738060e-004
1.400000000000001e+000	1.740815e-004
1.410000000000001e+000	1.743567e-004
1.420000000000001e+000	1.746317e-004
1.430000000000001e+000	1.749063e-004
1.440000000000001e+000	1.751807e-004
1.450000000000001e+000	1.754549e-004
1.460000000000001e+000	1.757288e-004
1.470000000000001e+000	1.760025e-004
1.480000000000001e+000	1.762759e-004
1.490000000000001e+000	1.765492e-004
1.500000000000001e+000	1.768222e-004
1.510000000000001e+000	1.770950e-004
1.520000000000001e+000	1.773675e-004
1.530000000000001e+000	1.776399e-004
1.540000000000001e+000	1.779121e-004
1.550000000000001e+000	1.781841e-004
1.560000000000001e+000	1.784559e-004
1.570000000000001e+000	1.787275e-004
1.580000000000001e+000	1.789990e-004
1.590000000000001e+000	1.792703e-004
1.600000000000001e+000	1.795414e-004
1.610000000000001e+000	1.798124e-004
1.620000000000001e+000	1.800833e-004
1.630000000000001e+000	1.803540e-004
1.640000000000001e+000	1.806247e-004
1.650000000000001e+000	1.808952e-004
1.660000000000001e+000	1.811657e-004
1.670000000000001e+000	1.814361e-004
1.680000000000001e+000	1.817064e-004
1.690000000000001e+000	1.819768e-004
1.700000000000001e+000	1.822471e-004
1.710000000000001e+000	1.825175e-004
1.720000000000001e+000	1.827880e-004
1.730000000000001e+000	1.830585e-004
1.740000000000001e+000	1.833292e-004
1.750000000000001e+000	1.836002e-004
1.760000000000001e+000	1.838714e-004
1.770000000000001e+000	1.841429e-004
1.780000000000001e+000	1.844148e-004
1.790000000000001e+000	1.846873e-004
1.800000000000001e+000	1.849603e-004
1.810000000000001e+000	1.852341e-004
1.820000000000001e+000	1.855087e-004
1.830000000000001e+000	1.857843e-004
1.840000000000001e+000	1.860611e-004
1.850000000000001e+000	1.863392e-004
1.860000000000001e+000	1.866189e-004
1.870000000000001e+000	1.869004e-004
1.880000000000001e+000	1.871841e-004
1.890000000000002e+000	1.874701e-004
1.900000000000002e+000	1.877589e-004
1.910000000000002e+000	1.880509e-004
1.920000000000002e+000	1.883464e-004
1.930000000000002e+000	1.886460e-004
1.940000000000002e+000	1.889503e-004
1.950000000000002e+000	1.892597e-004
1.960000000000002e+000	1.895750e-004
1.970000000000002e+000	1.898970e-004
1.980000000000002e+000	1.902264e-004
1.990000000000002e+000	1.905642e-004
2.000000000000001e+000	1.909113e-004
2.010000000000001e+000	1.912688e-004
2.020000000000001e+000	1.916380e-004
2.030000000000001e+000	1.920200e-004
2.040000000000001e+000	1.924164e-004
2.050000000000000e+000	1.928287e-004
2.060000000000000e+000	1.932584e-004
2.070000000000000e+000	1.937075e-004
2.080000000000000e+000	1.941779e-004
2.089999999999999e+000	1.946716e-004
2.099999999999999e+000	1.951908e-004
2.109999999999999e+000	1.957380e-004
2.119999999999999e+000	1.963156e-004
2.129999999999999e+000	1.969264e-004
2.139999999999998e+000	1.975731e-004
2.149999999999998e+000	1.982587e-004
2.159999999999998e+000	1.989864e-004
2.169999999999998e+000	1.997593e-004
2.179999999999998e+000	2.005808e-004
2.189999999999997e+000	2.014544e-004
2.199999999999997e+000	2.023837e-004
2.209999999999997e+000	2.033722e-004
2.219999999999997e+000	2.044238e-004
2.229999999999996e+000	2.055420e-004
2.239999999999996e+000	2.067308e-004
2.249999999999996e+000	2.079939e-004
2.259999999999996e+000	2.093349e-004
2.269999999999996e+000	2.107576e-004
2.279999999999995e+000	2.122656e-004
2.289999999999995e+000	2.138623e-004
